start_frame,n_points,success,message,A,A_err,t_0,t_0_err,tau,tau_err,C,C_err,rss
99,2,True,ok,1750.0000055099142,inf,100.0,0.0,121846401.8536448,inf,58.0,0.0,16229402.642168948
99,3,True,ok,1901.333337995065,624.0678455889288,100.0,0.0,269654192.7406853,1.0144338877608168e+16,58.0,0.0,19600202.425231077
99,4,True,ok,1883.2500027164338,313.6019591972417,100.0,0.0,648962849.0170834,1.4496428804717956e+16,58.0,0.0,19168499.764037993
99,5,True,ok,1856.9058510814264,381.549592612596,100.0,0.0,34.38506729595601,103.24425415826914,58.0,0.0,10826174.49440473
99,6,True,ok,1967.7241876271432,399.0029541890171,100.0,0.0,11.499970125727632,10.305970904065806,58.0,0.0,4466762.643760042
99,7,True,ok,2045.2978401451371,397.3798346822315,100.0,0.0,8.090842432704553,4.587024387444236,58.0,0.0,2857875.8753752
99,8,True,ok,2104.4171991085805,393.0727994373279,100.0,0.0,6.679830477266667,2.8989216807827805,58.0,0.0,2305432.752400116
99,9,True,ok,2147.3791195329964,384.39311225058606,100.0,0.0,5.959490428599913,2.1657512250510984,58.0,0.0,2113445.8991807047
99,10,True,ok,2174.9583445404405,369.4427342273893,100.0,0.0,5.588971172017629,1.7761789236417647,58.0,0.0,2054221.9126362319
99,11,True,ok,2195.3138545553534,354.93379338743364,100.0,0.0,5.353483873461982,1.5336540866276964,58.0,0.0,2034809.9029611228
99,12,True,ok,2210.172226307238,340.9664252031069,100.0,0.0,5.1995876142480135,1.370011956592573,58.0,0.0,2031020.9880142126
100,2,True,ok,2154.500009266119,inf,101.0,0.0,112018764.48311828,inf,58.0,0.0,25891265.23102826
100,3,True,ok,2180.3265184484303,182.21068468947948,101.0,0.0,15.399329105990063,16.20576554016085,58.0,0.0,9055930.294489237
100,4,True,ok,2279.2289083455366,248.093320740028,101.0,0.0,6.653277043921223,3.082036207256455,58.0,0.0,2277454.347271753
100,5,True,ok,2349.252373927706,255.40301665485404,101.0,0.0,5.056798571132372,1.5464034006000476,58.0,0.0,1080322.9535783406
100,6,True,ok,2397.619983755657,249.41475524339748,101.0,0.0,4.4235172062459585,1.0416430396937797,58.0,0.0,752215.0078565121
100,7,True,ok,2436.1152705637724,246.06760434474953,101.0,0.0,4.0552784145497425,0.8135859215713698,58.0,0.0,628773.9749303992
100,8,True,ok,2463.9112148185372,240.30743696865164,101.0,0.0,3.838298624539256,0.6876588355731869,58.0,0.0,586258.4065494051
100,9,True,ok,2479.7098444661447,228.62793806231315,101.0,0.0,3.730481377058599,0.6032418468729378,58.0,0.0,574877.1908841954
100,10,True,ok,2490.9755808713544,218.06313117832588,101.0,0.0,3.6604080625037883,0.5458378634062192,58.0,0.0,571270.3385620306
100,11,True,ok,2498.7571309800555,208.27906609999383,101.0,0.0,3.6152545520645782,0.5039524251479544,58.0,0.0,570604.9633735517
101,2,True,ok,2204.0,inf,102.0,0.0,5.361800292611764,inf,58.0,0.0,1753747.8306248316
101,3,True,ok,2247.6339243872885,136.78044218790654,102.0,0.0,3.694169771402344,0.8270551031891559,58.0,0.0,386192.50901431177
101,4,True,ok,2278.38873543064,125.82994607387981,102.0,0.0,3.262633358546785,0.4680268146726875,58.0,0.0,191523.0386907143
101,5,True,ok,2299.6713687066886,116.70476466870109,102.0,0.0,3.069489995611651,0.3361481841015061,58.0,0.0,137713.61705392934
101,6,True,ok,2320.0527810531344,117.4823741519303,102.0,0.0,2.925548883164986,0.28664593803395494,58.0,0.0,112897.9597088163
101,7,True,ok,2335.4014911184145,117.21267860447492,102.0,0.0,2.833524902440517,0.25873563360095087,58.0,0.0,104428.45624966858
101,8,True,ok,2342.34351061409,110.07202732406145,102.0,0.0,2.796154262444376,0.2310284469690253,58.0,0.0,102737.13009524423
101,9,True,ok,2347.39894928379,104.35119659760373,102.0,0.0,2.7708686230740276,0.21235668554577433,58.0,0.0,102184.72445046678
101,10,True,ok,2350.807893144054,99.29429975266241,102.0,0.0,2.7547172358546903,0.19836447297019275,58.0,0.0,102085.3112059685
