Frame ICR1 OCR1 ICR2 OCR2 ICR3 OCR3 ICR4 OCR4 Rt1 Lt1 Rt2 Lt2 Rt3 Lt3 Rt4 Lt4
1 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.823011E+00 2.259029E+00 0.000000E+00 0.000000E+00 6.418688E-02 6.407456E-02 6.418688E-02 6.416768E-02 6.418688E-02 7.953472E-02 6.418688E-02 6.413184E-02
2 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.543890E+00 2.042484E+00 0.000000E+00 0.000000E+00 4.210560E-02 4.203136E-02 4.210560E-02 4.208608E-02 4.210560E-02 5.570240E-02 4.210560E-02 4.208480E-02
3 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.630409E+00 2.099454E+00 0.000000E+00 0.000000E+00 4.048608E-02 4.043296E-02 4.048576E-02 4.047776E-02 4.048672E-02 5.213248E-02 4.048704E-02 4.046656E-02
4 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.235354E+00 2.824587E+00 0.000000E+00 0.000000E+00 4.071392E-02 4.066272E-02 4.071392E-02 4.069920E-02 4.071392E-02 5.144576E-02 4.071392E-02 4.069664E-02
5 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.678392E+00 2.127362E+00 0.000000E+00 0.000000E+00 4.230624E-02 4.224288E-02 4.230624E-02 4.229632E-02 4.230592E-02 5.362112E-02 4.230624E-02 4.226912E-02
6 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.566030E+00 2.087874E+00 0.000000E+00 0.000000E+00 4.023200E-02 4.018176E-02 4.023168E-02 4.022336E-02 4.023232E-02 5.363776E-02 4.023232E-02 4.021952E-02
7 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.946967E+00 2.350088E+00 0.000000E+00 0.000000E+00 4.212608E-02 4.206944E-02 4.212608E-02 4.211648E-02 4.212608E-02 5.084608E-02 4.212608E-02 4.210880E-02
8 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.652312E+00 2.059340E+00 0.000000E+00 0.000000E+00 4.176128E-02 4.171552E-02 4.176160E-02 4.175200E-02 4.176096E-02 5.204608E-02 4.176160E-02 4.174432E-02
9 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.787523E+00 2.246290E+00 0.000000E+00 0.000000E+00 4.140160E-02 4.135616E-02 4.140160E-02 4.139232E-02 4.140160E-02 5.202496E-02 4.140192E-02 4.138496E-02
10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.800647E+00 2.416439E+00 0.000000E+00 0.000000E+00 4.221152E-02 4.216544E-02 4.221120E-02 4.219680E-02 4.221088E-02 5.664576E-02 4.221120E-02 4.219744E-02
