Frame ICR1 OCR1 ICR2 OCR2 ICR3 OCR3 ICR4 OCR4 Rt1 Lt1 Rt2 Lt2 Rt3 Lt3 Rt4 Lt4
1 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.927940E+00 2.420011E+00 0.000000E+00 0.000000E+00 7.313984E-02 7.301760E-02 7.314080E-02 7.311712E-02 7.314016E-02 9.180672E-02 7.314016E-02 7.308672E-02
2 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.763773E+00 2.216413E+00 0.000000E+00 0.000000E+00 4.195968E-02 4.188768E-02 4.195968E-02 4.194976E-02 4.195968E-02 5.272576E-02 4.195968E-02 4.194176E-02
3 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.223101E+00 1.528738E+00 0.000000E+00 0.000000E+00 4.251808E-02 4.246496E-02 4.251872E-02 4.250688E-02 4.251872E-02 5.314304E-02 4.251840E-02 4.249824E-02
4 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.845654E+00 2.383647E+00 0.000000E+00 0.000000E+00 2.601056E-02 2.597824E-02 2.601056E-02 2.600576E-02 2.601056E-02 3.359104E-02 2.601056E-02 2.599712E-02
5 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.599392E+00 2.116651E+00 0.000000E+00 0.000000E+00 4.252000E-02 4.245600E-02 4.252000E-02 4.251008E-02 4.252000E-02 5.626944E-02 4.252000E-02 4.248192E-02
6 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.636432E+00 2.010172E+00 0.000000E+00 0.000000E+00 4.278240E-02 4.271648E-02 4.278240E-02 4.276736E-02 4.278240E-02 5.255040E-02 4.278240E-02 4.276512E-02
7 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.748924E+00 2.121821E+00 0.000000E+00 0.000000E+00 4.288768E-02 4.283360E-02 4.288768E-02 4.287808E-02 4.288768E-02 5.203072E-02 4.288768E-02 4.287072E-02
8 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.618733E+00 2.087602E+00 0.000000E+00 0.000000E+00 4.263264E-02 4.257440E-02 4.263264E-02 4.262304E-02 4.263264E-02 5.497856E-02 4.263264E-02 4.259520E-02
9 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.198197E+00 2.747452E+00 0.000000E+00 0.000000E+00 4.185696E-02 4.181088E-02 4.185696E-02 4.184704E-02 4.185696E-02 5.231552E-02 4.185696E-02 4.183936E-02
10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.697742E+00 2.239738E+00 0.000000E+00 0.000000E+00 4.241568E-02 4.236992E-02 4.241568E-02 4.240832E-02 4.241568E-02 5.595456E-02 4.241568E-02 4.240192E-02
11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.827458E+00 2.342649E+00 0.000000E+00 0.000000E+00 4.268672E-02 4.262880E-02 4.268672E-02 4.267488E-02 4.268672E-02 5.472000E-02 4.268672E-02 4.267328E-02
