Frame ICR1 OCR1 ICR2 OCR2 ICR3 OCR3 ICR4 OCR4 Rt1 Lt1 Rt2 Lt2 Rt3 Lt3 Rt4 Lt4
1 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
2 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
3 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
4 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
5 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
6 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
7 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
8 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
9 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
10 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
11 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
12 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
13 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
14 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
15 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
16 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
17 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
18 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
19 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
20 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
21 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
22 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
23 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
24 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
25 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
26 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
27 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
28 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
29 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
30 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
31 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
32 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
33 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
34 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
35 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
36 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
37 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
38 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
39 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
40 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
41 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
42 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
43 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
44 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
45 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
46 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
47 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
48 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
49 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
50 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
51 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
52 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
53 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
54 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
55 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
56 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
57 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
58 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
59 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
60 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
61 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
62 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
63 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
64 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
65 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
66 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
67 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
68 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
69 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
70 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
71 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
72 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
73 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
74 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
75 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
76 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
77 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
78 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
79 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
80 6.580075E-05 1.214251E-05 2.327369E-05 8.094999E-06 1.744491E+00 2.235612E+00 0.000000E+00 0.000000E+00 9.882636E+02 1.823619E+02 9.882645E+02 3.437338E+02 9.882636E+02 1.266443E+03 9.882638E+02 9.882357E+02
