Frame ICR1 OCR1 ICR2 OCR2 ICR3 OCR3 ICR4 OCR4 Rt1 Lt1 Rt2 Lt2 Rt3 Lt3 Rt4 Lt4
1 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.807832E+00 2.332931E+00 0.000000E+00 0.000000E+00 6.472576E-02 6.461600E-02 6.472576E-02 6.470656E-02 6.472544E-02 8.352448E-02 6.472576E-02 6.467520E-02
2 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.753049E+00 2.297899E+00 0.000000E+00 0.000000E+00 4.221344E-02 4.213920E-02 4.221312E-02 4.219424E-02 4.221248E-02 5.533120E-02 4.221344E-02 4.219616E-02
3 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.633819E+00 2.029719E+00 0.000000E+00 0.000000E+00 4.039936E-02 4.034848E-02 4.039968E-02 4.039040E-02 4.039968E-02 5.018688E-02 4.039968E-02 4.038240E-02
4 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.984832E+00 2.575244E+00 0.000000E+00 0.000000E+00 4.232608E-02 4.227200E-02 4.232608E-02 4.231424E-02 4.232608E-02 5.491584E-02 4.232608E-02 4.230912E-02
5 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.845668E+00 2.271248E+00 0.000000E+00 0.000000E+00 4.226720E-02 4.220448E-02 4.226720E-02 4.225792E-02 4.226752E-02 5.201088E-02 4.226720E-02 4.225088E-02
6 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.483738E+00 1.978130E+00 0.000000E+00 0.000000E+00 4.044288E-02 4.038176E-02 4.044288E-02 4.043328E-02 4.044224E-02 5.391680E-02 4.044256E-02 4.042560E-02
7 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.468469E+00 1.810984E+00 0.000000E+00 0.000000E+00 4.086240E-02 4.081056E-02 4.086208E-02 4.084992E-02 4.086176E-02 5.038976E-02 4.086176E-02 4.084896E-02
8 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.712367E+00 2.204784E+00 0.000000E+00 0.000000E+00 4.263520E-02 4.258912E-02 4.263424E-02 4.262496E-02 4.263456E-02 5.489408E-02 4.263456E-02 4.259744E-02
9 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.739821E+00 2.303861E+00 0.000000E+00 0.000000E+00 4.253728E-02 4.248224E-02 4.253728E-02 4.252800E-02 4.253728E-02 5.632512E-02 4.253728E-02 4.252416E-02
10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.841346E+00 2.242445E+00 0.000000E+00 0.000000E+00 4.236480E-02 4.231648E-02 4.236480E-02 4.235008E-02 4.236448E-02 5.159040E-02 4.236480E-02 4.235104E-02
