Frame ICR1 OCR1 ICR2 OCR2 ICR3 OCR3 ICR4 OCR4 Rt1 Lt1 Rt2 Lt2 Rt3 Lt3 Rt4 Lt4
1 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.745427E+00 2.150390E+00 0.000000E+00 0.000000E+00 6.417504E-02 6.406592E-02 6.417504E-02 6.415808E-02 6.417440E-02 7.906176E-02 6.417344E-02 6.412416E-02
2 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.864188E+00 2.198567E+00 0.000000E+00 0.000000E+00 4.184544E-02 4.178048E-02 4.184544E-02 4.183520E-02 4.184544E-02 4.934912E-02 4.184544E-02 4.182848E-02
3 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.569622E+00 1.967737E+00 0.000000E+00 0.000000E+00 4.268928E-02 4.263584E-02 4.268896E-02 4.268032E-02 4.268864E-02 5.351552E-02 4.268960E-02 4.267264E-02
4 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.597636E+00 2.114360E+00 0.000000E+00 0.000000E+00 4.256672E-02 4.250240E-02 4.256608E-02 4.255232E-02 4.256608E-02 5.633088E-02 4.256608E-02 4.254976E-02
5 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.147638E+00 2.753962E+00 0.000000E+00 0.000000E+00 4.284736E-02 4.278112E-02 4.284672E-02 4.283776E-02 4.284736E-02 5.494336E-02 4.284736E-02 4.282976E-02
6 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.587646E+00 2.007740E+00 0.000000E+00 0.000000E+00 4.283424E-02 4.277760E-02 4.283424E-02 4.282464E-02 4.283424E-02 5.416576E-02 4.283424E-02 4.281696E-02
7 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.387937E+00 1.905344E+00 0.000000E+00 0.000000E+00 4.251264E-02 4.244640E-02 4.251264E-02 4.250560E-02 4.251200E-02 5.835904E-02 4.251232E-02 4.249568E-02
8 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.837044E+00 2.354954E+00 0.000000E+00 0.000000E+00 4.246368E-02 4.240544E-02 4.246368E-02 4.245408E-02 4.246368E-02 5.443456E-02 4.246368E-02 4.242624E-02
9 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.013637E+00 2.622371E+00 0.000000E+00 0.000000E+00 4.271008E-02 4.266496E-02 4.270976E-02 4.269632E-02 4.270944E-02 5.561984E-02 4.271040E-02 4.269664E-02
10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.574414E+00 1.950291E+00 0.000000E+00 0.000000E+00 4.255872E-02 4.250400E-02 4.255872E-02 4.254464E-02 4.255776E-02 5.271616E-02 4.255904E-02 4.254208E-02
