Frame ICR1 OCR1 ICR2 OCR2 ICR3 OCR3 ICR4 OCR4 Rt1 Lt1 Rt2 Lt2 Rt3 Lt3 Rt4 Lt4
1 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.704395E+00 2.518835E+00 0.000000E+00 0.000000E+00 6.749152E-02 6.696928E-02 6.749088E-02 6.742688E-02 6.749152E-02 9.973824E-02 6.749088E-02 6.726272E-02
2 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.837639E+00 2.614018E+00 0.000000E+00 0.000000E+00 4.246304E-02 4.214624E-02 4.246336E-02 4.241120E-02 4.246336E-02 6.040128E-02 4.246240E-02 4.232544E-02
3 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.831450E+00 2.544440E+00 0.000000E+00 0.000000E+00 4.205248E-02 4.175872E-02 4.205280E-02 4.201440E-02 4.205248E-02 5.842240E-02 4.205312E-02 4.191648E-02
4 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.420980E+00 2.143000E+00 0.000000E+00 0.000000E+00 4.153056E-02 4.129536E-02 4.153056E-02 4.150464E-02 4.153056E-02 6.263040E-02 4.153056E-02 4.139392E-02
5 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.076396E+00 2.619571E+00 0.000000E+00 0.000000E+00 4.046464E-02 4.023008E-02 4.046464E-02 4.043904E-02 4.046464E-02 5.104960E-02 4.046464E-02 4.026976E-02
6 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.428068E+00 2.080672E+00 0.000000E+00 0.000000E+00 4.133280E-02 4.107072E-02 4.133280E-02 4.131328E-02 4.133280E-02 6.021888E-02 4.133280E-02 4.121888E-02
7 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.452591E+00 2.166518E+00 0.000000E+00 0.000000E+00 4.200288E-02 4.174144E-02 4.200288E-02 4.197760E-02 4.200288E-02 6.264448E-02 4.200288E-02 4.188896E-02
8 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.867945E+00 2.825302E+00 0.000000E+00 0.000000E+00 4.176608E-02 4.149472E-02 4.176608E-02 4.172800E-02 4.176544E-02 6.317056E-02 4.176576E-02 4.165312E-02
9 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.532849E+00 2.082440E+00 0.000000E+00 0.000000E+00 4.177792E-02 4.157632E-02 4.177792E-02 4.175168E-02 4.177792E-02 5.675648E-02 4.177792E-02 4.168640E-02
10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.596328E+00 2.253132E+00 0.000000E+00 0.000000E+00 4.260736E-02 4.237920E-02 4.260736E-02 4.256800E-02 4.260736E-02 6.013696E-02 4.260736E-02 4.249312E-02
11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.661010E+00 2.443538E+00 0.000000E+00 0.000000E+00 4.215264E-02 4.196256E-02 4.215264E-02 4.213280E-02 4.215200E-02 6.200768E-02 4.215264E-02 4.203872E-02
12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.357129E+00 2.034033E+00 0.000000E+00 0.000000E+00 4.277248E-02 4.257504E-02 4.277248E-02 4.274688E-02 4.277216E-02 6.410560E-02 4.277216E-02 4.268128E-02
13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.762072E+00 2.606770E+00 0.000000E+00 0.000000E+00 4.258144E-02 4.234272E-02 4.258144E-02 4.254272E-02 4.258144E-02 6.299264E-02 4.258112E-02 4.249024E-02
14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.253431E+00 1.966104E+00 0.000000E+00 0.000000E+00 4.068960E-02 4.051104E-02 4.068928E-02 4.065088E-02 4.068960E-02 6.382336E-02 4.068960E-02 4.059872E-02
15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.477863E+00 2.157647E+00 0.000000E+00 0.000000E+00 4.263904E-02 4.243392E-02 4.263904E-02 4.261984E-02 4.263904E-02 6.224960E-02 4.263904E-02 4.257088E-02
16 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.062565E+00 3.033866E+00 0.000000E+00 0.000000E+00 4.219040E-02 4.203328E-02 4.219008E-02 4.217056E-02 4.219040E-02 6.205760E-02 4.219008E-02 4.209888E-02
17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.781214E+00 2.413453E+00 0.000000E+00 0.000000E+00 4.267712E-02 4.252128E-02 4.267744E-02 4.265792E-02 4.267744E-02 5.782400E-02 4.267744E-02 4.250592E-02
18 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.638231E+00 2.307885E+00 0.000000E+00 0.000000E+00 4.029664E-02 4.015072E-02 4.029664E-02 4.026432E-02 4.029664E-02 5.676672E-02 4.029664E-02 4.020544E-02
19 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.747614E+00 2.475728E+00 0.000000E+00 0.000000E+00 4.120000E-02 4.104416E-02 4.120000E-02 4.115584E-02 4.120000E-02 5.836352E-02 4.120032E-02 4.110976E-02
20 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.862279E+00 2.649094E+00 0.000000E+00 0.000000E+00 4.190176E-02 4.171872E-02 4.190176E-02 4.187648E-02 4.190112E-02 5.960256E-02 4.190080E-02 4.183360E-02
21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.382557E+00 2.132338E+00 0.000000E+00 0.000000E+00 4.267616E-02 4.251904E-02 4.267616E-02 4.265696E-02 4.267616E-02 6.581888E-02 4.267616E-02 4.260704E-02
22 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.634854E+00 2.498487E+00 0.000000E+00 0.000000E+00 4.282688E-02 4.268192E-02 4.282656E-02 4.280768E-02 4.282592E-02 6.544896E-02 4.282656E-02 4.265536E-02
23 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.782538E+00 2.649776E+00 0.000000E+00 0.000000E+00 4.264544E-02 4.249952E-02 4.264512E-02 4.261312E-02 4.264512E-02 6.339136E-02 4.264544E-02 4.257696E-02
24 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.524905E+00 2.275150E+00 0.000000E+00 0.000000E+00 4.263424E-02 4.248992E-02 4.263488E-02 4.261600E-02 4.263456E-02 6.360768E-02 4.263520E-02 4.256704E-02
25 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.674564E+00 2.033384E+00 0.000000E+00 0.000000E+00 4.180352E-02 4.166880E-02 4.180256E-02 4.175168E-02 4.180224E-02 5.075712E-02 4.180256E-02 4.173536E-02
26 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.701208E+00 2.419992E+00 0.000000E+00 0.000000E+00 4.173600E-02 4.157600E-02 4.173568E-02 4.172352E-02 4.173568E-02 5.936704E-02 4.173600E-02 4.166848E-02
27 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.598153E+00 2.419312E+00 0.000000E+00 0.000000E+00 4.257408E-02 4.244032E-02 4.257376E-02 4.255520E-02 4.257408E-02 6.444672E-02 4.257344E-02 4.250656E-02
28 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.983302E+00 3.045648E+00 0.000000E+00 0.000000E+00 4.235520E-02 4.224288E-02 4.235520E-02 4.233632E-02 4.235552E-02 6.504256E-02 4.235520E-02 4.222880E-02
29 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.847203E+00 2.571478E+00 0.000000E+00 0.000000E+00 4.277696E-02 4.266496E-02 4.277696E-02 4.276384E-02 4.277696E-02 5.954880E-02 4.277696E-02 4.273056E-02
30 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.708264E+00 2.479917E+00 0.000000E+00 0.000000E+00 4.274336E-02 4.262016E-02 4.274336E-02 4.271776E-02 4.274336E-02 6.204992E-02 4.274336E-02 4.269728E-02
31 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.578557E+00 2.402668E+00 0.000000E+00 0.000000E+00 4.245312E-02 4.233088E-02 4.245312E-02 4.243424E-02 4.245280E-02 6.461376E-02 4.245344E-02 4.240768E-02
32 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.917178E+00 2.968666E+00 0.000000E+00 0.000000E+00 4.278048E-02 4.266880E-02 4.278048E-02 4.276800E-02 4.278016E-02 6.624256E-02 4.278080E-02 4.273536E-02
33 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.682382E+00 2.671997E+00 0.000000E+00 0.000000E+00 4.042016E-02 4.030880E-02 4.041984E-02 4.041440E-02 4.041920E-02 6.419264E-02 4.041984E-02 4.037504E-02
34 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.962431E+00 2.746197E+00 0.000000E+00 0.000000E+00 4.078304E-02 4.066112E-02 4.078400E-02 4.077088E-02 4.078368E-02 5.707008E-02 4.078400E-02 4.071616E-02
35 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.528692E+00 2.422335E+00 0.000000E+00 0.000000E+00 4.252128E-02 4.239872E-02 4.252128E-02 4.250144E-02 4.252096E-02 6.737664E-02 4.252096E-02 4.237216E-02
