Frame ICR1 OCR1 ICR2 OCR2 ICR3 OCR3 ICR4 OCR4 Rt1 Lt1 Rt2 Lt2 Rt3 Lt3 Rt4 Lt4
1 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.075766E+00 2.717821E+00 0.000000E+00 0.000000E+00 6.071040E-02 6.060608E-02 6.071040E-02 6.069152E-02 6.071040E-02 7.948736E-02 6.071040E-02 6.067936E-02
2 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.983975E+00 2.485679E+00 0.000000E+00 0.000000E+00 4.183968E-02 4.177504E-02 4.183968E-02 4.183008E-02 4.183968E-02 5.241856E-02 4.183968E-02 4.181952E-02
3 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.076149E+00 2.520759E+00 0.000000E+00 0.000000E+00 4.046400E-02 4.040992E-02 4.046400E-02 4.045440E-02 4.046400E-02 4.912704E-02 4.046400E-02 4.044640E-02
4 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.810558E+00 2.374513E+00 0.000000E+00 0.000000E+00 4.253504E-02 4.246880E-02 4.253504E-02 4.252064E-02 4.253504E-02 5.578176E-02 4.253504E-02 4.251776E-02
5 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.035199E+00 2.531974E+00 0.000000E+00 0.000000E+00 4.225984E-02 4.219456E-02 4.225984E-02 4.225056E-02 4.225952E-02 5.257280E-02 4.225952E-02 4.222304E-02
6 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.494348E+00 1.910626E+00 0.000000E+00 0.000000E+00 4.082432E-02 4.076736E-02 4.082432E-02 4.081472E-02 4.082432E-02 5.219648E-02 4.082432E-02 4.081024E-02
7 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.650445E+00 2.145352E+00 0.000000E+00 0.000000E+00 4.241728E-02 4.236320E-02 4.241728E-02 4.240480E-02 4.241728E-02 5.513600E-02 4.241728E-02 4.240032E-02
8 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.459016E+00 1.858915E+00 0.000000E+00 0.000000E+00 4.249824E-02 4.243968E-02 4.249824E-02 4.248864E-02 4.249792E-02 5.414464E-02 4.249792E-02 4.248032E-02
9 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.701546E+00 1.997309E+00 0.000000E+00 0.000000E+00 4.055456E-02 4.050912E-02 4.055456E-02 4.054208E-02 4.055456E-02 4.760256E-02 4.055456E-02 4.053792E-02
10 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.721373E+00 2.192767E+00 0.000000E+00 0.000000E+00 4.241248E-02 4.236384E-02 4.241216E-02 4.239968E-02 4.241216E-02 5.402432E-02 4.241216E-02 4.239840E-02
11 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.589437E+00 2.039724E+00 0.000000E+00 0.000000E+00 4.216256E-02 4.211360E-02 4.216256E-02 4.215520E-02 4.216256E-02 5.410624E-02 4.216256E-02 4.214848E-02
12 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.839127E+00 2.385648E+00 0.000000E+00 0.000000E+00 4.024064E-02 4.019456E-02 4.024064E-02 4.023072E-02 4.024064E-02 5.219584E-02 4.024064E-02 4.022720E-02
13 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.838702E+00 2.199156E+00 0.000000E+00 0.000000E+00 2.773792E-02 2.770560E-02 2.773760E-02 2.773312E-02 2.773792E-02 3.317440E-02 2.773792E-02 2.773088E-02
14 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.892822E+00 2.402334E+00 0.000000E+00 0.000000E+00 4.120992E-02 4.116416E-02 4.120960E-02 4.120320E-02 4.120992E-02 5.230208E-02 4.121024E-02 4.119648E-02
15 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.371392E+00 1.820476E+00 0.000000E+00 0.000000E+00 4.229664E-02 4.225088E-02 4.229664E-02 4.228384E-02 4.229664E-02 5.614656E-02 4.229664E-02 4.228256E-02
16 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.394425E+00 1.677884E+00 0.000000E+00 0.000000E+00 4.231520E-02 4.227808E-02 4.231520E-02 4.230784E-02 4.231520E-02 5.091584E-02 4.231520E-02 4.230144E-02
17 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.838027E+00 2.285631E+00 0.000000E+00 0.000000E+00 4.243904E-02 4.240096E-02 4.243904E-02 4.242688E-02 4.243904E-02 5.277120E-02 4.243904E-02 4.240512E-02
18 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.834914E+00 2.399377E+00 0.000000E+00 0.000000E+00 4.251104E-02 4.246336E-02 4.251104E-02 4.250368E-02 4.251104E-02 5.558720E-02 4.251104E-02 4.250048E-02
19 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.912254E+00 2.360611E+00 0.000000E+00 0.000000E+00 4.236224E-02 4.232256E-02 4.236224E-02 4.235552E-02 4.236192E-02 5.229376E-02 4.236224E-02 4.235264E-02
20 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.239603E+00 2.899543E+00 0.000000E+00 0.000000E+00 4.242048E-02 4.238272E-02 4.242048E-02 4.241344E-02 4.242048E-02 5.491776E-02 4.242048E-02 4.240704E-02
21 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.799668E+00 2.109872E+00 0.000000E+00 0.000000E+00 3.222944E-02 3.220256E-02 3.222944E-02 3.222464E-02 3.222944E-02 3.778304E-02 3.222944E-02 3.221920E-02
22 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.558131E+00 2.031231E+00 0.000000E+00 0.000000E+00 5.070816E-02 5.066176E-02 5.070816E-02 5.069824E-02 5.070816E-02 6.610304E-02 5.070816E-02 5.069440E-02
23 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 2.143151E+00 2.914366E+00 0.000000E+00 0.000000E+00 3.499968E-02 3.495744E-02 3.499936E-02 3.499456E-02 3.499904E-02 4.759232E-02 3.499872E-02 3.499296E-02
